RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,percent,DelqEver,DelqLast12M,PercentSatisfactoryTrades,NumTradesWBalance
Good,84,188,12,78,30,0,0,100,125,7,7,30,0,21,2,1,1,0,,1,2,1,75,0.14903129657228018,False,False,100.0,22
Bad,63,66,9,52,3,1,1,75,6,6,6,4,1,75,36,1,1,71,132.0,1,1,0,100,0.628930817610063,True,True,75.0,4
Good,80,169,3,71,16,0,0,100,125,7,7,16,2,13,0,0,0,33,,3,1,1,50,0.14903129657228018,False,False,100.0,8
Good,77,154,9,63,27,0,0,96,7,6,6,27,1,63,0,2,2,1,80.0,1,5,0,60,0.628930817610063,True,True,100.0,16
Good,85,197,4,81,26,0,0,100,125,7,7,26,3,19,36,3,3,4,6.0,2,2,0,29,0.14903129657228018,False,False,100.0,7
Bad,63,291,9,88,25,0,0,84,3,6,6,25,2,32,0,0,0,30,73.0,7,2,1,82,0.628930817610063,True,True,100.0,20
Good,77,473,4,86,40,0,0,100,125,7,7,46,7,10,3,1,1,14,30.0,9,2,0,55,0.14903129657228018,False,False,87.0,25
Good,73,238,2,101,44,2,1,87,6,6,2,50,2,13,0,2,2,5,,4,1,0,29,0.628930817610063,True,True,88.0,14
Bad,77,61,2,33,14,0,0,100,125,7,7,15,1,7,21,0,0,27,,4,1,0,56,0.14903129657228018,False,False,93.0,8
Good,89,302,28,137,22,0,0,100,125,7,7,22,0,0,36,0,0,3,,4,2,0,50,0.14903129657228018,False,False,100.0,11
Bad,66,162,9,51,21,1,1,86,26,7,2,22,1,45,1,6,6,32,76.0,5,2,0,64,0.14903129657228018,True,False,95.0,14
Good,77,148,27,96,13,0,0,100,125,7,7,14,0,50,0,2,2,75,,1,1,0,100,0.14903129657228018,False,False,93.0,14
Bad,62,250,14,139,38,1,0,90,2,6,5,41,0,24,36,0,0,62,,9,1,3,83,0.628930817610063,True,True,93.0,34
Good,86,377,22,143,11,0,0,100,125,7,7,11,0,0,0,0,0,21,,3,2,0,100,0.14903129657228018,False,False,100.0,11
Good,72,198,2,55,30,0,0,100,125,7,7,31,3,45,0,1,1,37,87.0,4,4,2,67,0.14903129657228018,False,False,97.0,20
Good,76,24,8,12,12,0,0,100,125,7,7,12,7,25,0,0,0,9,,2,2,0,50,0.14903129657228018,False,False,100.0,6
Good,87,228,3,68,31,0,0,100,125,7,7,31,3,29,0,3,3,0,98.0,1,2,0,33,0.14903129657228018,False,False,100.0,10
Bad,59,224,17,122,13,3,2,58,8,4,2,33,0,32,36,0,0,55,47.0,4,4,0,62,0.628930817610063,True,True,39.0,20
Good,77,251,29,111,23,3,1,89,43,7,5,27,0,56,0,1,1,2,42.0,3,2,0,63,0.14903129657228018,True,False,85.0,17
Bad,70,278,11,87,16,1,0,94,12,7,5,31,1,18,36,1,1,74,66.0,7,3,3,100,0.14903129657228018,True,False,52.0,31
Good,65,268,2,77,40,1,1,98,49,7,2,42,6,24,3,1,1,62,60.0,7,3,3,83,0.14903129657228018,True,False,95.0,34
Good,77,210,6,85,36,0,0,100,125,7,7,39,1,19,36,1,1,30,53.0,3,2,1,31,0.14903129657228018,False,False,92.0,12
Good,79,288,4,79,44,0,0,100,125,7,7,47,4,28,11,0,0,27,93.0,7,2,1,53,0.14903129657228018,False,False,94.0,24
Bad,78,263,1,116,14,0,0,100,125,7,7,16,3,19,0,14,14,45,,4,2,2,40,0.14903129657228018,False,False,88.0,6
Bad,62,58,3,18,4,0,0,100,125,7,7,4,3,25,2,6,6,99,97.0,3,1,1,100,0.14903129657228018,False,False,100.0,4
Good,72,349,8,142,32,0,0,82,28,7,6,34,2,26,0,1,1,1,57.0,1,4,0,30,0.14903129657228018,True,False,94.0,10
Good,80,226,10,77,31,0,0,100,125,7,7,31,2,16,9,1,1,19,12.0,2,2,0,40,0.14903129657228018,False,False,100.0,12
Bad,91,449,4,149,11,0,0,100,125,7,7,11,2,9,0,0,0,0,,1,1,0,25,0.14903129657228018,False,False,100.0,2
Bad,85,231,4,77,14,1,0,93,67,7,5,15,1,20,0,0,0,0,59.0,1,1,0,38,0.14903129657228018,True,False,93.0,5
Good,70,433,17,139,35,0,0,97,79,7,6,35,0,26,0,0,0,53,66.0,10,2,4,60,0.14903129657228018,True,False,100.0,21
Bad,57,360,6,124,40,3,0,93,2,5,5,44,2,25,7,0,0,60,39.0,9,3,1,86,0.628930817610063,True,True,91.0,37
Good,81,220,2,91,20,0,0,100,125,7,7,23,2,39,36,2,2,36,,3,1,1,67,0.14903129657228018,False,False,87.0,15
Bad,86,317,17,95,12,0,0,92,31,7,6,13,0,0,0,0,0,7,,3,2,0,80,0.14903129657228018,True,False,92.0,10
Bad,59,361,6,103,22,0,0,87,41,7,6,24,3,17,0,5,5,70,85.0,9,2,4,79,0.14903129657228018,True,False,92.0,18
Bad,79,41,1,15,6,0,0,100,125,7,7,8,2,25,0,2,2,1,64.0,1,2,0,38,0.14903129657228018,False,False,75.0,3
Bad,70,252,3,73,20,4,2,88,31,7,3,24,4,67,2,1,1,16,93.0,3,2,0,63,0.14903129657228018,True,False,83.0,15
Good,77,177,1,59,41,0,0,100,125,7,7,43,6,9,0,3,3,3,,8,1,1,33,0.14903129657228018,False,False,95.0,14
Bad,55,116,3,53,12,3,1,75,64,7,2,16,2,38,0,2,2,97,73.0,6,4,4,100,0.14903129657228018,True,False,75.0,16
Good,80,95,30,65,5,0,0,80,67,7,6,5,0,60,0,0,0,2,57.0,1,1,0,67,0.14903129657228018,True,False,100.0,3
Bad,64,278,16,196,34,2,1,81,9,6,4,36,0,17,36,0,0,88,,16,1,3,95,0.628930817610063,True,True,94.0,34
Good,77,100,5,38,15,0,0,93,34,7,6,15,1,27,0,6,6,10,,3,1,0,57,0.14903129657228018,True,False,100.0,8
Good,56,217,14,101,29,1,1,60,8,6,4,31,0,23,0,2,2,93,26.0,9,5,5,100,0.628930817610063,True,True,94.0,31
Bad,70,217,0,80,29,1,1,97,40,2,2,33,2,29,1,1,1,55,10.0,9,3,1,86,0.628930817610063,True,True,88.0,28
Good,77,260,4,97,29,0,0,97,40,7,6,30,2,13,0,0,0,36,,3,2,0,33,0.14903129657228018,True,False,97.0,9
Good,71,193,37,105,9,0,0,78,11,6,6,9,0,44,0,0,0,39,12.0,2,2,0,67,0.628930817610063,True,True,100.0,6
Bad,79,409,16,127,16,1,1,94,53,7,4,17,0,29,0,0,0,49,,2,2,0,33,0.14903129657228018,True,False,94.0,5
Good,78,151,4,78,21,0,0,95,63,7,6,21,3,19,0,0,0,14,89.0,5,2,1,70,0.14903129657228018,True,False,100.0,14
Bad,71,158,1,75,31,2,1,88,14,7,3,34,1,32,0,1,1,71,5.0,3,2,2,29,0.14903129657228018,True,False,91.0,9
Bad,76,14,2,10,2,0,0,100,125,7,7,3,1,67,0,0,0,31,88.0,1,2,0,100,0.14903129657228018,False,False,67.0,3
Good,77,157,33,82,17,1,1,94,18,7,2,18,0,33,14,0,0,2,,4,2,0,50,0.14903129657228018,True,False,94.0,9
Good,73,261,8,101,14,1,0,82,4,6,5,17,2,29,36,0,0,18,,3,2,0,56,0.628930817610063,True,True,82.0,9
Bad,72,377,5,185,32,0,0,91,15,7,6,32,1,28,4,1,1,24,,8,1,2,53,0.14903129657228018,True,False,100.0,16
Bad,70,88,7,42,14,1,1,93,25,7,2,16,2,67,36,2,2,38,63.0,2,5,0,88,0.14903129657228018,True,False,88.0,14
Good,60,429,29,155,13,1,0,94,2,5,2,16,0,25,0,0,0,4,,3,1,0,71,0.628930817610063,True,True,81.0,11
Bad,66,109,7,52,3,2,2,80,125,7,6,5,1,40,0,4,4,27,,3,1,0,100,0.14903129657228018,True,False,60.0,5
Good,89,328,17,132,34,0,0,97,41,7,6,35,0,14,0,0,0,1,,3,2,0,31,0.14903129657228018,True,False,97.0,10
Good,79,172,6,47,20,0,0,100,125,7,7,20,1,55,7,0,0,9,49.0,3,5,0,67,0.14903129657228018,False,False,100.0,13
Bad,77,291,3,116,14,0,0,100,125,7,7,14,1,36,0,6,6,45,69.0,6,3,2,75,0.14903129657228018,False,False,100.0,10
Good,86,208,3,96,38,0,0,100,125,7,7,38,2,8,0,0,0,0,,1,1,0,13,0.14903129657228018,False,False,100.0,4
Bad,61,188,10,83,41,0,0,98,4,6,6,41,1,37,0,1,1,24,81.0,1,4,1,44,0.628930817610063,True,True,100.0,18
Good,71,75,2,29,14,0,0,100,125,7,7,16,3,25,0,1,1,48,91.0,3,2,1,100,0.14903129657228018,False,False,88.0,16
Bad,55,179,1,75,22,1,0,83,2,6,5,24,1,29,0,1,1,57,,8,2,3,64,0.628930817610063,True,True,92.0,15
Bad,65,142,3,69,15,0,0,93,5,6,6,15,1,27,0,0,0,25,,4,1,3,50,0.628930817610063,True,True,100.0,7
Good,84,204,8,72,16,0,0,100,125,7,7,17,1,59,0,0,0,23,54.0,2,2,0,67,0.14903129657228018,False,False,94.0,11
Bad,69,362,5,125,16,0,0,82,25,7,6,17,1,47,0,2,2,63,,4,1,3,71,0.14903129657228018,True,False,94.0,12
Good,75,139,3,54,14,0,0,94,46,7,6,16,2,19,0,1,1,43,33.0,1,2,1,43,0.14903129657228018,True,False,88.0,6
Good,92,233,25,152,35,0,0,100,125,7,7,36,0,11,0,0,0,0,,2,1,0,38,0.14903129657228018,False,False,97.0,13
Good,67,145,3,58,31,1,1,94,11,6,2,32,4,56,3,2,2,18,62.0,5,6,1,79,0.628930817610063,True,True,97.0,25
Good,82,115,5,57,19,1,0,95,72,7,5,21,2,24,0,6,6,9,,2,2,0,20,0.14903129657228018,True,False,90.0,4
Good,85,293,20,94,36,0,0,100,125,7,7,37,0,38,0,0,0,1,63.0,2,3,0,56,0.14903129657228018,False,False,97.0,20
Bad,78,73,19,46,7,0,0,100,125,7,7,7,0,43,19,0,0,27,,3,1,0,100,0.14903129657228018,False,False,100.0,7
Bad,66,425,3,63,12,1,0,79,18,7,5,14,3,36,0,0,0,23,92.0,6,2,1,100,0.14903129657228018,True,False,86.0,14
Good,81,303,17,103,6,0,0,86,25,7,6,7,0,14,0,0,0,26,,1,1,0,40,0.14903129657228018,True,False,86.0,2
Bad,69,130,2,60,13,3,1,82,41,7,2,18,1,53,0,3,3,6,60.0,3,4,1,88,0.14903129657228018,True,False,72.0,15
Bad,57,162,7,56,15,0,0,87,2,6,6,15,1,27,0,0,0,85,,3,1,2,100,0.628930817610063,True,True,100.0,15
Good,83,83,22,80,7,0,0,100,125,7,7,11,0,29,2,1,1,30,43.0,2,1,0,75,0.14903129657228018,False,False,64.0,8
Bad,65,109,6,45,7,1,1,86,39,7,6,8,2,57,0,0,0,79,93.0,2,1,1,100,0.14903129657228018,True,False,88.0,8
Bad,67,212,4,79,18,0,0,100,125,7,7,18,5,22,0,3,3,81,30.0,7,1,5,82,0.14903129657228018,False,False,100.0,14
Good,71,155,1,71,24,0,0,100,125,7,7,25,3,32,3,3,3,54,,3,1,1,100,0.14903129657228018,False,False,96.0,25
Bad,82,163,4,71,25,0,0,100,125,7,7,28,4,29,0,0,0,18,98.0,4,2,0,55,0.14903129657228018,False,False,89.0,15
Good,86,174,5,68,12,0,0,92,50,7,6,12,2,17,0,1,1,1,73.0,2,1,0,38,0.14903129657228018,True,False,100.0,4
Bad,73,167,2,87,9,0,0,90,74,7,6,10,1,80,0,3,3,27,99.0,3,2,0,100,0.14903129657228018,True,False,90.0,10
Good,89,342,25,110,8,0,0,100,125,7,7,8,0,63,0,0,0,0,,0,2,0,0,0.14903129657228018,False,False,100.0,0
Good,64,161,6,90,15,1,1,76,57,7,2,17,3,24,0,1,1,66,,3,2,1,57,0.14903129657228018,True,False,88.0,9
Bad,72,151,12,63,39,1,0,86,7,6,5,44,0,66,0,1,1,11,,1,1,0,33,0.628930817610063,True,True,89.0,14
Good,76,135,3,54,25,0,0,96,78,7,6,25,2,40,5,2,2,12,79.0,3,5,0,53,0.14903129657228018,True,False,100.0,13
Bad,72,136,13,74,3,1,1,75,25,7,6,4,0,25,0,3,3,0,,0,2,0,0,0.14903129657228018,True,False,75.0,0
Bad,72,187,12,62,51,1,1,96,10,3,3,53,0,25,0,1,1,32,42.0,5,2,1,28,0.628930817610063,True,True,96.0,14
Good,90,274,11,106,32,0,0,100,125,7,7,33,1,21,12,0,0,2,87.0,1,1,0,20,0.14903129657228018,False,False,97.0,6
Good,72,233,6,98,36,0,0,100,125,7,7,38,2,34,0,1,1,63,,5,1,2,55,0.14903129657228018,False,False,95.0,20
Good,84,93,4,37,7,0,0,100,125,7,7,7,4,29,36,3,3,16,,2,1,0,75,0.14903129657228018,False,False,100.0,5
Good,65,195,3,80,46,1,0,98,3,5,5,49,3,63,2,2,2,93,102.0,4,2,2,60,0.628930817610063,True,True,94.0,29
Bad,61,129,7,54,24,0,0,100,125,7,7,24,3,17,36,2,2,31,86.0,10,2,4,92,0.14903129657228018,False,False,100.0,22
Bad,77,46,5,27,7,0,0,100,125,7,7,7,2,43,0,1,1,0,96.0,0,2,0,67,0.14903129657228018,False,False,100.0,4
Good,86,227,9,103,32,0,0,100,125,7,7,35,2,28,14,0,0,14,16.0,3,2,0,42,0.14903129657228018,False,False,91.0,14
Bad,62,353,2,119,27,1,1,86,2,6,6,29,6,41,0,2,2,37,99.0,8,7,1,89,0.628930817610063,True,True,93.0,25
Good,77,237,5,78,27,0,0,100,125,7,7,27,2,11,15,0,0,35,,5,1,2,67,0.14903129657228018,False,False,100.0,18
Bad,67,246,2,58,17,1,1,95,43,7,3,19,7,37,1,2,2,60,95.0,5,3,1,73,0.14903129657228018,True,False,89.0,13
Good,86,194,13,73,8,0,0,100,125,7,7,8,0,75,0,0,0,6,14.0,2,2,0,100,0.14903129657228018,False,False,100.0,8
Good,82,254,12,84,29,0,0,97,32,7,6,29,0,34,0,0,0,7,55.0,3,3,0,58,0.14903129657228018,True,False,100.0,16
Bad,68,215,3,60,28,0,0,96,62,7,6,28,5,14,36,4,4,59,64.0,4,3,3,35,0.14903129657228018,True,False,100.0,9
Bad,65,148,1,64,42,1,0,82,11,6,5,45,4,60,1,4,4,13,65.0,3,8,2,75,0.628930817610063,True,True,93.0,33
Good,89,351,5,79,12,0,0,100,125,7,7,12,2,58,0,0,0,4,85.0,2,3,0,83,0.14903129657228018,False,False,100.0,9
Good,80,270,18,128,32,0,0,100,125,7,7,32,0,38,0,0,0,25,31.0,3,6,1,77,0.14903129657228018,False,False,100.0,24
Bad,64,331,6,93,30,0,0,83,1,6,6,32,2,23,36,5,5,3,89.0,3,3,1,40,0.628930817610063,True,True,94.0,12
Bad,63,231,1,65,32,0,0,100,125,7,7,34,5,38,1,3,3,52,85.0,8,5,4,68,0.14903129657228018,False,False,94.0,23
Good,83,217,1,73,34,0,0,100,125,7,7,39,2,21,1,1,1,7,48.0,6,2,1,57,0.14903129657228018,False,False,87.0,22
Good,78,306,1,80,19,0,0,90,13,7,6,20,3,40,0,1,1,9,,6,1,0,64,0.14903129657228018,True,False,95.0,12
Bad,63,76,9,31,4,1,1,80,49,7,4,5,1,20,0,1,1,84,,4,2,3,100,0.14903129657228018,True,False,80.0,5
Bad,67,136,28,85,14,0,0,86,125,7,6,14,0,43,0,1,1,97,,4,1,4,100,0.14903129657228018,True,False,100.0,14
Good,74,148,16,83,22,0,0,100,125,7,7,23,0,57,1,4,4,66,57.0,2,10,0,92,0.14903129657228018,False,False,96.0,21
Good,74,462,5,66,20,0,0,90,38,7,6,27,2,20,4,2,2,41,,4,1,2,83,0.14903129657228018,True,False,74.0,22
Good,74,183,10,44,12,0,0,100,125,7,7,12,1,33,6,1,0,39,,2,1,1,75,0.14903129657228018,False,False,100.0,9
Good,72,206,3,75,49,0,0,100,125,7,7,49,6,35,6,0,0,56,67.0,7,3,2,83,0.14903129657228018,False,False,100.0,40
Bad,64,175,7,72,23,0,0,100,125,7,7,24,1,13,0,2,2,77,75.0,10,1,6,71,0.14903129657228018,False,False,96.0,17
Good,87,220,22,143,28,0,0,100,125,7,7,30,0,27,0,0,0,13,,4,1,0,71,0.14903129657228018,False,False,93.0,21
Good,65,228,7,89,12,2,2,93,80,7,3,15,2,57,0,1,1,92,,1,1,1,100,0.14903129657228018,True,False,80.0,15
Bad,61,187,8,95,18,1,1,82,2,6,3,22,2,18,0,1,1,21,,5,1,0,86,0.628930817610063,True,True,82.0,18
Bad,65,321,6,114,27,1,1,82,17,7,3,28,3,32,0,0,0,66,,6,1,1,88,0.14903129657228018,True,False,96.0,24
Good,87,174,1,73,4,0,0,100,125,7,7,5,2,40,0,1,1,9,,1,1,0,67,0.14903129657228018,False,False,80.0,3
Bad,74,97,1,39,11,1,0,92,26,7,5,14,6,31,36,0,0,36,,4,1,0,63,0.14903129657228018,True,False,79.0,8
Bad,69,192,2,106,27,3,1,88,15,7,4,32,5,53,36,2,2,15,23.0,4,4,0,67,0.14903129657228018,True,False,84.0,21
Bad,65,221,1,90,28,2,2,94,20,7,6,33,6,48,0,4,4,9,67.0,3,2,0,56,0.14903129657228018,True,False,85.0,18
Bad,63,153,1,106,9,4,4,67,22,7,2,15,1,47,36,2,1,0,100.0,0,1,0,50,0.14903129657228018,True,False,60.0,7
Bad,77,124,1,52,19,0,0,100,125,7,7,22,4,45,0,4,4,30,95.0,1,4,1,71,0.14903129657228018,False,False,86.0,15
Bad,65,23,4,15,9,0,0,100,125,7,7,9,3,67,1,3,2,84,76.0,2,6,2,89,0.14903129657228018,False,False,100.0,8
Good,72,148,5,67,44,0,0,96,70,7,6,47,5,33,0,2,2,14,,5,5,0,73,0.14903129657228018,True,False,94.0,34
Bad,74,111,2,37,8,0,0,100,125,7,7,9,2,22,0,4,4,49,73.0,5,2,1,88,0.14903129657228018,False,False,89.0,7
Bad,66,183,17,62,28,0,0,100,125,7,7,29,0,28,12,0,0,86,54.0,8,2,8,91,0.14903129657228018,False,False,97.0,26
Bad,62,137,5,81,9,4,4,62,34,7,4,13,1,38,0,1,1,46,,2,1,1,100,0.14903129657228018,True,False,69.0,13
Good,78,185,12,63,13,0,0,100,125,7,7,13,0,31,0,0,0,45,,8,1,2,100,0.14903129657228018,False,False,100.0,13
Good,79,364,35,111,22,0,0,100,125,7,7,31,0,27,0,0,0,93,51.0,1,2,1,75,0.14903129657228018,False,False,71.0,23
Bad,81,128,5,58,7,0,0,100,125,7,7,7,1,43,1,1,1,31,81.0,1,2,1,50,0.14903129657228018,False,False,100.0,3
Bad,85,249,6,100,13,0,0,100,125,7,7,15,1,47,0,2,2,29,75.0,1,3,0,80,0.14903129657228018,False,False,87.0,12
Bad,64,212,6,76,7,5,4,64,10,6,3,11,2,55,8,0,0,56,86.0,1,2,0,75,0.628930817610063,True,True,64.0,8
Bad,71,200,8,74,35,0,0,97,38,7,6,39,3,56,0,0,0,82,92.0,4,6,3,91,0.14903129657228018,True,False,90.0,35
Good,78,119,7,50,16,0,0,94,27,7,6,16,1,38,0,1,1,9,82.0,2,4,0,75,0.14903129657228018,True,False,100.0,12
Bad,70,83,7,48,7,1,0,88,40,7,5,8,1,13,2,1,1,38,,3,1,0,67,0.14903129657228018,True,False,88.0,5
Good,74,304,10,78,18,0,0,89,15,7,6,23,1,53,3,2,2,7,54.0,3,3,0,67,0.14903129657228018,True,False,78.0,15
Good,76,52,12,31,6,0,0,100,125,7,7,7,0,57,0,0,0,5,90.0,2,2,0,80,0.14903129657228018,False,False,86.0,5
Good,83,227,13,95,18,0,0,100,125,7,7,19,0,37,0,0,0,26,33.0,2,2,0,50,0.14903129657228018,False,False,95.0,9
Good,78,164,10,82,15,0,0,100,125,7,7,16,1,38,0,0,0,56,69.0,3,2,0,83,0.14903129657228018,False,False,94.0,13
Bad,60,199,9,53,23,0,0,74,2,6,6,23,1,17,0,1,1,36,88.0,11,3,1,70,0.628930817610063,True,True,100.0,16
Good,72,258,1,69,25,0,0,97,125,7,6,31,5,23,36,2,2,57,,4,1,1,45,0.14903129657228018,True,False,81.0,13
Bad,58,274,11,144,9,2,0,64,41,6,5,11,1,36,0,3,3,68,15.0,2,3,1,100,0.628930817610063,True,True,82.0,11
Good,80,319,9,111,18,0,0,100,125,7,7,22,1,50,0,0,0,73,,5,1,0,86,0.14903129657228018,False,False,82.0,18
Good,75,278,75,123,6,0,0,83,20,7,6,6,0,17,0,1,1,7,,2,2,0,75,0.14903129657228018,True,False,100.0,4
Good,79,185,1,56,39,0,0,100,125,7,7,40,5,38,0,1,1,1,70.0,3,3,0,50,0.14903129657228018,False,False,98.0,20
Good,74,145,4,76,16,0,0,88,41,7,6,17,1,47,0,0,0,28,94.0,4,1,1,100,0.14903129657228018,True,False,94.0,17
Good,89,165,12,71,19,0,0,100,125,7,7,21,0,43,0,0,0,13,,1,1,0,50,0.14903129657228018,False,False,90.0,10
Good,74,63,4,41,12,0,0,100,125,7,7,12,3,42,0,3,3,26,80.0,3,3,0,75,0.14903129657228018,False,False,100.0,9
Good,74,76,4,47,19,0,0,100,125,7,7,21,2,33,0,0,0,0,79.0,1,7,0,57,0.14903129657228018,False,False,90.0,11
Bad,63,176,3,69,10,9,9,77,12,7,2,20,1,46,0,2,1,89,,3,1,1,100,0.14903129657228018,True,False,50.0,20
Good,90,233,14,100,20,0,0,100,125,7,7,20,0,35,0,0,0,10,,4,3,0,54,0.14903129657228018,False,False,100.0,10
Bad,73,94,3,49,21,0,0,95,57,7,6,22,2,36,0,2,2,42,47.0,3,2,1,56,0.14903129657228018,True,False,95.0,12
Good,78,84,2,25,11,1,0,92,20,7,5,13,1,15,2,4,4,2,77.0,1,1,0,20,0.14903129657228018,True,False,85.0,2
Bad,77,221,0,64,31,0,0,94,14,7,6,36,4,51,36,1,0,9,88.0,3,6,0,45,0.14903129657228018,True,False,86.0,16
Bad,72,172,1,62,14,0,0,93,11,6,6,15,1,60,0,2,2,24,61.0,4,4,1,89,0.628930817610063,True,True,93.0,13
Good,79,187,8,52,13,0,0,92,53,7,6,20,3,54,8,0,0,2,93.0,1,3,0,57,0.14903129657228018,True,False,65.0,11
Good,90,179,13,86,12,0,0,100,125,7,7,12,0,25,0,4,4,0,,2,1,0,50,0.14903129657228018,False,False,100.0,6
Good,70,204,20,114,27,0,0,85,4,6,6,27,0,19,0,0,0,8,,2,1,0,50,0.628930817610063,True,True,100.0,13
Good,70,411,3,95,70,0,0,99,65,7,6,72,5,12,2,1,1,23,64.0,8,2,2,37,0.14903129657228018,True,False,97.0,26
Good,81,58,34,49,5,0,0,100,125,7,7,5,0,80,0,0,0,14,60.0,1,2,0,100,0.14903129657228018,False,False,100.0,5
Good,67,106,7,63,24,0,0,100,125,7,7,24,1,63,7,0,0,51,22.0,6,7,0,87,0.14903129657228018,False,False,100.0,20
Bad,66,168,1,93,21,1,0,79,6,5,5,24,1,8,36,2,2,26,,5,1,0,38,0.628930817610063,True,True,88.0,9
Good,88,159,11,133,15,0,0,100,125,7,7,18,1,50,7,0,0,0,,1,1,0,40,0.14903129657228018,False,False,83.0,7
Bad,83,255,3,72,29,0,0,100,125,7,7,34,2,21,36,2,2,2,,5,1,0,38,0.14903129657228018,False,False,85.0,12
