,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,percent,DelqEver,DelqLast12M,PercentSatisfactoryTrades,NumTradesWBalance,RiskPerformance
544,55,193,9,64,24,0,0,92,4,6,6,24,2,17,0,1,1,78,10.0,11,3,6,88,0.628930817610063,True,True,100.0,21,Good
477,64,162,5,73,4,3,3,67,54,7,2,7,1,33,0,1,1,57,,2,1,0,100,0.14903129657228018,True,False,57.0,7,Good
709,56,107,18,60,14,0,0,71,3,6,6,17,0,24,0,0,0,49,91.0,4,2,4,67,0.628930817610063,True,True,82.0,11,Bad
413,63,246,5,113,10,0,0,90,5,6,6,10,1,20,6,0,0,97,,5,1,4,86,0.628930817610063,True,True,100.0,8,Bad
678,80,234,0,62,27,0,0,100,125,7,7,35,4,26,0,3,3,22,,4,1,2,38,0.14903129657228018,False,False,77.0,13,Good
113,80,173,2,67,35,0,0,100,125,7,7,36,1,22,10,0,0,4,100.0,3,2,0,26,0.14903129657228018,False,False,97.0,9,Good
761,84,157,3,74,35,0,0,100,125,7,7,35,3,11,36,3,3,2,5.0,1,3,0,44,0.14903129657228018,False,False,100.0,15,Good
479,66,131,13,83,4,4,4,67,67,7,2,41,0,33,36,0,0,67,,2,1,0,100,0.14903129657228018,True,False,10.0,41,Good
760,77,265,4,105,50,1,1,98,61,7,3,58,1,38,12,0,0,15,64.0,8,4,2,59,0.14903129657228018,True,False,86.0,34,Good
189,57,360,6,124,40,3,0,93,2,5,5,44,2,25,7,0,0,60,39.0,9,3,1,86,0.628930817610063,True,True,91.0,37,Bad
725,54,142,2,61,23,4,3,76,4,6,3,30,4,52,4,1,1,51,73.0,5,6,1,80,0.628930817610063,True,True,77.0,24,Bad
235,65,109,6,45,7,1,1,86,39,7,6,8,2,57,0,0,0,79,93.0,2,1,1,100,0.14903129657228018,True,False,88.0,8,Bad
633,63,98,5,37,14,1,0,93,77,7,5,15,4,33,0,0,0,74,,4,1,2,83,0.14903129657228018,True,False,93.0,12,Bad
611,62,398,3,133,33,0,0,88,37,7,6,34,2,44,0,3,3,56,89.0,8,3,4,65,0.14903129657228018,True,False,97.0,22,Bad
812,74,100,2,32,25,0,0,100,125,7,7,27,6,30,3,2,2,15,93.0,4,2,1,43,0.14903129657228018,False,False,93.0,11,Good
803,88,179,4,129,10,0,0,100,125,7,7,10,1,40,36,3,3,4,,1,1,0,40,0.14903129657228018,False,False,100.0,4,Good
378,87,341,6,101,32,0,0,100,125,7,7,33,1,3,0,0,0,6,,3,2,0,27,0.14903129657228018,False,False,97.0,8,Good
563,88,322,7,109,14,0,0,100,125,7,7,15,1,43,1,1,1,9,67.0,1,2,0,50,0.14903129657228018,False,False,93.0,7,Good
377,77,197,10,71,33,0,0,100,125,7,7,33,1,15,8,0,0,37,,2,1,1,30,0.14903129657228018,False,False,100.0,9,Good
197,80,95,30,65,5,0,0,80,67,7,6,5,0,60,0,0,0,2,57.0,1,1,0,67,0.14903129657228018,True,False,100.0,3,Good
101,59,120,7,32,7,1,1,86,5,6,6,24,2,57,36,1,1,42,95.0,1,2,0,100,0.628930817610063,True,True,29.0,24,Bad
651,75,126,9,64,7,0,0,100,125,7,7,7,1,57,0,0,0,101,59.0,2,3,2,100,0.14903129657228018,False,False,100.0,7,Good
438,71,108,1,55,14,1,1,88,62,7,3,17,4,63,2,3,3,37,95.0,2,3,0,63,0.14903129657228018,True,False,82.0,10,Good
42,86,174,3,77,22,0,0,95,46,7,6,22,1,23,2,2,2,2,99.0,1,2,0,50,0.14903129657228018,True,False,100.0,11,Good
234,83,83,22,80,7,0,0,100,125,7,7,11,0,29,2,1,1,30,43.0,2,1,0,75,0.14903129657228018,False,False,64.0,8,Good
601,64,98,3,50,31,0,0,97,14,7,6,32,3,56,0,2,2,46,21.0,4,6,1,83,0.14903129657228018,True,False,97.0,26,Good
777,85,190,2,49,9,0,0,100,125,7,7,10,2,30,3,1,1,5,56.0,2,2,0,57,0.14903129657228018,False,False,90.0,5,Good
40,79,138,16,71,19,0,0,95,125,7,6,19,0,42,0,0,0,17,92.0,2,3,1,71,0.14903129657228018,True,False,100.0,13,Bad
615,86,357,6,88,20,0,0,100,125,7,7,20,3,30,6,0,0,2,,2,1,0,25,0.14903129657228018,False,False,100.0,5,Bad
5,62,322,1,40,16,1,0,94,23,7,5,28,5,44,36,4,4,31,84.0,7,4,1,85,0.14903129657228018,True,False,57.0,23,Bad
338,59,374,6,117,65,0,0,99,6,6,6,67,5,46,36,0,0,42,50.0,12,7,4,69,0.628930817610063,True,True,97.0,46,Good
344,68,89,8,52,20,0,0,86,55,7,6,21,2,14,0,1,1,29,79.0,7,2,0,67,0.14903129657228018,True,False,95.0,14,Bad
673,66,265,6,101,32,3,2,86,8,6,2,36,4,33,0,1,1,39,,7,1,1,89,0.628930817610063,True,True,89.0,32,Bad
789,60,165,2,79,43,0,0,92,9,6,6,49,2,47,0,0,0,73,89.0,7,2,0,77,0.628930817610063,True,True,88.0,37,Bad
704,85,269,18,145,20,0,0,100,125,7,7,20,0,25,10,0,0,20,,5,1,0,64,0.14903129657228018,False,False,100.0,12,Bad
186,91,449,4,149,11,0,0,100,125,7,7,11,2,9,0,0,0,0,,1,1,0,25,0.14903129657228018,False,False,100.0,2,Bad
701,58,206,3,81,32,2,0,91,35,7,5,34,1,50,1,2,2,54,85.0,4,2,1,64,0.14903129657228018,True,False,94.0,21,Bad
547,61,84,12,28,4,2,2,80,61,7,2,6,0,60,0,3,3,101,93.0,2,2,2,100,0.14903129657228018,True,False,67.0,6,Bad
417,86,70,9,39,10,0,0,100,125,7,7,10,1,10,0,0,0,0,,1,1,0,22,0.14903129657228018,False,False,100.0,2,Bad
346,68,203,13,84,23,0,0,96,1,6,6,24,0,42,0,0,0,81,68.0,4,3,3,89,0.628930817610063,True,True,96.0,21,Bad
746,76,114,7,51,23,0,0,100,125,7,7,23,6,35,0,0,0,1,90.0,1,3,0,50,0.14903129657228018,False,False,100.0,11,Bad
690,83,179,5,53,25,0,0,100,125,7,7,26,2,4,36,1,1,18,,5,1,0,55,0.14903129657228018,False,False,96.0,14,Good
485,59,183,47,133,2,4,4,40,13,7,2,7,0,20,0,1,1,27,,3,1,0,100,0.14903129657228018,True,False,29.0,7,Bad
303,58,274,11,144,9,2,0,64,41,6,5,11,1,36,0,3,3,68,15.0,2,3,1,100,0.628930817610063,True,True,82.0,11,Bad
660,88,193,17,119,12,0,0,100,125,7,7,14,0,33,36,2,2,17,,2,1,0,75,0.14903129657228018,False,False,86.0,10,Good
621,80,163,3,71,33,0,0,100,125,7,7,33,2,9,0,1,1,3,62.0,5,2,1,32,0.14903129657228018,False,False,100.0,10,Good
402,63,257,6,90,28,0,0,93,2,6,6,29,4,14,0,5,5,60,87.0,3,3,1,60,0.628930817610063,True,True,97.0,17,Bad
51,73,123,9,68,41,2,2,95,59,7,4,43,1,56,0,1,1,37,115.0,4,19,1,77,0.14903129657228018,True,False,95.0,33,Good
670,88,304,3,96,29,0,0,100,125,7,7,31,2,37,0,0,0,18,,2,1,0,33,0.14903129657228018,False,False,94.0,10,Good
280,69,192,2,106,27,3,1,88,15,7,4,32,5,53,36,2,2,15,23.0,4,4,0,67,0.14903129657228018,True,False,84.0,21,Bad
616,68,269,8,87,26,0,0,85,8,6,6,27,3,48,5,0,0,39,81.0,6,4,1,83,0.628930817610063,True,True,96.0,22,Good
20,72,63,3,38,5,0,0,100,125,7,7,5,1,0,0,3,3,85,,4,2,1,100,0.14903129657228018,False,False,100.0,5,Bad
154,68,207,2,86,30,0,0,94,2,6,6,57,3,16,36,2,2,19,51.0,3,2,0,36,0.628930817610063,True,True,53.0,20,Bad
362,73,188,2,58,23,0,0,100,125,7,7,25,5,40,0,4,4,43,87.0,5,3,2,62,0.14903129657228018,False,False,92.0,15,Good
585,87,126,7,71,21,0,0,100,125,7,7,22,1,38,13,0,0,10,50.0,2,2,0,67,0.14903129657228018,False,False,95.0,14,Good
190,81,220,2,91,20,0,0,100,125,7,7,23,2,39,36,2,2,36,,3,1,1,67,0.14903129657228018,False,False,87.0,15,Good
680,76,348,7,119,29,0,0,100,125,7,7,29,1,28,0,0,0,33,89.0,10,2,1,65,0.14903129657228018,False,False,100.0,18,Good
637,83,97,10,45,15,0,0,100,125,7,7,15,2,40,0,0,0,5,69.0,2,3,0,42,0.14903129657228018,False,False,100.0,6,Good
356,92,325,27,137,16,0,0,100,125,7,7,16,0,31,0,0,0,1,,2,1,0,38,0.14903129657228018,False,False,100.0,6,Good
675,59,191,3,49,54,0,0,100,125,7,7,65,10,43,1,4,4,83,95.0,6,5,3,100,0.14903129657228018,False,False,83.0,65,Bad
79,65,75,1,36,9,2,2,75,38,7,4,12,2,58,4,1,1,33,46.0,2,3,1,100,0.14903129657228018,True,False,75.0,12,Bad
688,87,150,27,77,27,0,0,100,125,7,7,27,0,30,2,1,1,4,3.0,4,2,0,55,0.14903129657228018,False,False,100.0,14,Good
654,56,407,10,118,19,1,0,75,2,5,5,20,1,20,36,0,0,55,,8,1,5,91,0.628930817610063,True,True,95.0,18,Bad
102,57,81,2,47,13,1,1,79,13,7,6,15,1,64,0,1,1,48,19.0,5,4,0,100,0.14903129657228018,True,False,87.0,15,Bad
264,63,231,1,65,32,0,0,100,125,7,7,34,5,38,1,3,3,52,85.0,8,5,4,68,0.14903129657228018,False,False,94.0,23,Bad
530,64,142,1,34,12,2,2,85,35,7,2,21,6,33,0,2,2,24,67.0,5,3,0,67,0.14903129657228018,True,False,57.0,14,Bad
419,63,27,8,14,6,0,0,86,12,7,6,7,2,43,0,0,0,66,21.0,2,2,1,80,0.14903129657228018,True,False,86.0,5,Bad
37,75,212,3,31,12,0,0,92,16,7,6,23,3,42,2,1,1,15,97.0,3,2,0,83,0.14903129657228018,True,False,52.0,19,Bad
446,64,179,2,85,26,0,0,100,125,7,7,28,4,32,36,1,1,85,38.0,10,2,6,86,0.14903129657228018,False,False,93.0,24,Bad
119,74,218,9,71,24,0,0,100,125,7,7,24,2,38,8,0,0,42,88.0,7,3,0,77,0.14903129657228018,False,False,100.0,18,Good
665,65,208,3,56,14,2,1,88,57,2,5,43,4,13,36,4,4,14,,5,1,3,55,0.628930817610063,True,True,33.0,23,Bad
155,90,320,8,85,8,0,0,100,125,7,7,8,1,25,12,0,0,2,,2,2,0,67,0.14903129657228018,False,False,100.0,5,Good
109,71,179,4,68,32,1,1,97,50,7,3,33,5,21,1,5,5,43,45.0,12,4,3,76,0.14903129657228018,True,False,97.0,25,Bad
393,68,87,4,44,20,0,0,85,18,7,6,20,3,20,0,4,4,24,,8,2,0,77,0.14903129657228018,True,False,100.0,15,Bad
636,87,353,12,109,17,0,0,100,125,7,7,17,0,12,2,1,1,3,,3,1,0,44,0.14903129657228018,False,False,100.0,7,Good
525,57,60,35,46,4,5,5,75,42,7,6,9,0,50,0,1,1,9,93.0,2,1,0,100,0.14903129657228018,True,False,44.0,9,Bad
147,63,200,18,79,16,0,0,82,3,6,6,17,0,29,9,0,0,31,68.0,2,1,1,50,0.628930817610063,True,True,94.0,8,Bad
360,66,165,13,55,15,3,3,94,69,7,2,17,0,76,0,4,3,86,76.0,1,3,1,80,0.14903129657228018,True,False,88.0,13,Bad
531,63,282,2,112,20,0,0,71,12,7,6,21,1,29,0,1,0,51,,7,2,3,77,0.14903129657228018,True,False,95.0,16,Bad
78,79,300,23,87,29,0,0,80,12,7,6,30,0,47,0,0,0,0,,0,1,0,25,0.14903129657228018,True,False,97.0,7,Good
546,67,70,1,43,3,0,0,100,125,7,7,4,1,50,0,8,8,100,,1,1,0,100,0.14903129657228018,False,False,75.0,4,Bad
685,65,79,22,54,6,1,0,75,8,6,5,8,0,38,36,1,1,77,,4,1,0,100,0.628930817610063,True,True,75.0,8,Bad
202,77,260,4,97,29,0,0,97,40,7,6,30,2,13,0,0,0,36,,3,2,0,33,0.14903129657228018,True,False,97.0,9,Good
619,56,365,4,129,55,1,0,80,3,6,5,59,4,58,0,1,1,66,35.0,11,5,6,77,0.628930817610063,True,True,93.0,45,Bad
411,83,242,1,92,35,0,0,100,125,7,7,36,3,11,1,2,2,8,52.0,6,3,0,36,0.14903129657228018,False,False,97.0,12,Bad
542,61,229,21,114,20,3,1,68,8,6,4,25,0,36,0,2,2,63,86.0,6,3,1,90,0.628930817610063,True,True,80.0,22,Bad
815,63,270,3,67,6,3,1,50,22,7,3,10,3,30,0,0,0,61,87.0,4,2,0,86,0.14903129657228018,True,False,60.0,8,Good
39,76,102,24,46,7,0,0,100,125,7,7,7,0,100,23,0,0,27,24.0,3,3,0,100,0.14903129657228018,False,False,100.0,7,Good
521,89,188,38,83,21,0,0,100,125,7,7,21,0,29,0,0,0,0,,0,1,0,13,0.14903129657228018,False,False,100.0,2,Good
216,77,291,3,116,14,0,0,100,125,7,7,14,1,36,0,6,6,45,69.0,6,3,2,75,0.14903129657228018,False,False,100.0,10,Bad
382,61,69,4,22,9,0,0,100,125,7,7,9,4,44,36,2,2,38,63.0,2,2,1,83,0.14903129657228018,False,False,100.0,7,Bad
247,90,274,11,106,32,0,0,100,125,7,7,33,1,21,12,0,0,2,87.0,1,1,0,20,0.14903129657228018,False,False,97.0,6,Good
405,84,246,1,69,20,0,0,100,125,7,7,21,1,33,0,2,2,8,13.0,4,2,0,60,0.14903129657228018,False,False,95.0,12,Bad
306,79,185,1,56,39,0,0,100,125,7,7,40,5,38,0,1,1,1,70.0,3,3,0,50,0.14903129657228018,False,False,98.0,20,Good
728,72,169,3,76,39,0,0,98,20,7,6,41,5,39,0,3,2,26,92.0,4,4,1,53,0.14903129657228018,True,False,95.0,21,Bad
534,82,215,32,73,10,0,0,100,125,7,7,10,0,60,36,1,0,0,26.0,2,4,1,100,0.14903129657228018,False,False,100.0,10,Good
130,79,157,7,75,27,0,0,100,125,7,7,29,1,66,1,2,2,24,70.0,4,4,0,67,0.14903129657228018,False,False,93.0,19,Bad
664,79,170,31,86,4,0,0,100,125,7,7,4,0,25,0,0,0,71,,3,1,1,100,0.14903129657228018,False,False,100.0,4,Good
751,72,111,6,79,9,2,2,92,23,7,2,24,1,67,36,0,0,39,,4,2,2,83,0.14903129657228018,True,False,38.0,19,Bad
631,79,272,19,102,24,0,0,100,125,7,7,24,0,13,7,0,0,34,,4,1,1,42,0.14903129657228018,False,False,100.0,10,Good
401,84,150,11,68,23,0,0,100,125,7,7,25,1,24,0,0,0,1,,1,1,1,17,0.14903129657228018,False,False,92.0,4,Bad
180,77,210,6,85,36,0,0,100,125,7,7,39,1,19,36,1,1,30,53.0,3,2,1,31,0.14903129657228018,False,False,92.0,12,Good
497,64,330,10,112,8,1,0,67,6,6,5,9,1,33,0,0,0,84,89.0,4,2,2,75,0.628930817610063,True,True,89.0,6,Bad
786,71,85,4,50,48,0,0,100,125,7,7,49,4,4,2,6,6,12,,7,1,1,27,0.14903129657228018,False,False,98.0,13,Bad
283,77,124,1,52,19,0,0,100,125,7,7,22,4,45,0,4,4,30,95.0,1,4,1,71,0.14903129657228018,False,False,86.0,15,Bad
474,89,131,29,60,6,0,0,100,125,7,7,6,0,17,0,0,0,5,,1,1,0,40,0.14903129657228018,False,False,100.0,2,Good
769,64,56,40,47,2,2,0,50,20,7,5,4,0,50,0,0,0,27,23.0,3,2,0,100,0.14903129657228018,True,False,50.0,4,Bad
736,56,368,10,44,25,0,0,92,4,6,6,40,1,16,9,0,0,41,74.0,10,3,2,65,0.628930817610063,True,True,62.0,26,Good
702,74,179,3,92,26,0,0,100,125,7,7,28,3,32,36,2,2,52,60.0,8,4,4,75,0.14903129657228018,False,False,93.0,21,Good
156,84,128,3,48,23,0,0,100,125,7,7,23,3,30,0,1,1,14,99.0,4,3,0,64,0.14903129657228018,False,False,100.0,14,Good
262,80,270,18,128,32,0,0,100,125,7,7,32,0,38,0,0,0,25,31.0,3,6,1,77,0.14903129657228018,False,False,100.0,24,Good
345,70,219,9,93,23,0,0,91,11,6,6,23,2,22,0,0,0,39,,6,2,1,53,0.628930817610063,True,True,100.0,12,Bad
162,77,154,9,63,27,0,0,96,7,6,6,27,1,63,0,2,2,1,80.0,1,5,0,60,0.628930817610063,True,True,100.0,16,Good
249,84,93,4,37,7,0,0,100,125,7,7,7,4,29,36,3,3,16,,2,1,0,75,0.14903129657228018,False,False,100.0,5,Good
187,85,231,4,77,14,1,0,93,67,7,5,15,1,20,0,0,0,0,59.0,1,1,0,38,0.14903129657228018,True,False,93.0,5,Bad
565,68,149,9,71,22,1,0,91,9,6,5,23,2,26,0,1,1,26,69.0,5,3,1,57,0.628930817610063,True,True,96.0,13,Good
766,64,128,1,59,32,0,0,94,4,6,6,35,2,12,36,2,2,19,42.0,3,1,1,31,0.628930817610063,True,True,91.0,10,Bad
512,68,86,2,32,26,0,0,100,125,7,7,28,5,25,0,4,4,22,92.0,5,3,0,57,0.14903129657228018,False,False,93.0,15,Good
170,77,148,27,96,13,0,0,100,125,7,7,14,0,50,0,2,2,75,,1,1,0,100,0.14903129657228018,False,False,93.0,14,Good
208,77,157,33,82,17,1,1,94,18,7,2,18,0,33,14,0,0,2,,4,2,0,50,0.14903129657228018,True,False,94.0,9,Good
396,68,348,12,91,34,0,0,100,125,7,7,34,0,32,0,0,0,78,68.0,11,4,7,76,0.14903129657228018,False,False,100.0,25,Good
694,67,143,2,51,27,0,0,97,56,7,6,31,4,69,1,5,5,57,95.0,5,4,2,90,0.14903129657228018,True,False,87.0,27,Bad
223,69,362,5,125,16,0,0,82,25,7,6,17,1,47,0,2,2,63,,4,1,3,71,0.14903129657228018,True,False,94.0,12,Bad
329,60,65,8,28,22,1,1,95,14,7,6,27,4,14,14,0,0,27,59.0,7,3,1,50,0.14903129657228018,True,False,81.0,13,Bad
243,72,151,12,63,39,1,0,86,7,6,5,44,0,66,0,1,1,11,,1,1,0,33,0.628930817610063,True,True,89.0,14,Bad
9,68,89,9,40,10,2,2,91,81,7,2,11,1,45,0,0,0,48,86.0,3,4,1,88,0.14903129657228018,True,False,91.0,9,Bad
266,78,306,1,80,19,0,0,90,13,7,6,20,3,40,0,1,1,9,,6,1,0,64,0.14903129657228018,True,False,95.0,12,Good
270,74,462,5,66,20,0,0,90,38,7,6,27,2,20,4,2,2,41,,4,1,2,83,0.14903129657228018,True,False,74.0,22,Good
381,63,242,2,68,25,0,0,100,125,7,7,26,1,19,36,3,3,73,,12,1,5,87,0.14903129657228018,False,False,96.0,22,Bad
441,66,98,4,31,15,1,1,94,35,7,2,35,1,50,36,0,0,58,78.0,5,4,1,91,0.14903129657228018,True,False,43.0,31,Bad
647,72,29,3,20,11,0,0,100,125,7,7,11,3,18,0,2,1,6,,3,1,0,44,0.14903129657228018,False,False,100.0,4,Good
591,79,197,26,108,43,0,0,100,125,7,7,45,0,72,0,7,7,10,15.0,4,3,1,80,0.14903129657228018,False,False,96.0,36,Good
644,87,179,67,217,4,0,0,100,125,7,7,4,0,25,36,0,0,33,,3,1,0,100,0.14903129657228018,False,False,100.0,4,Good
792,55,289,2,85,20,1,1,78,3,6,6,24,2,30,0,2,2,36,13.0,7,3,1,77,0.628930817610063,True,True,83.0,18,Good
623,87,165,5,79,14,0,0,100,125,7,7,15,4,20,4,1,1,3,,1,1,0,33,0.14903129657228018,False,False,93.0,4,Good
60,73,136,18,63,36,0,0,100,125,7,7,36,0,19,36,0,0,38,,14,1,3,79,0.14903129657228018,False,False,100.0,28,Bad
501,74,160,5,52,16,0,0,100,125,7,7,16,4,56,36,2,2,54,45.0,5,2,1,88,0.14903129657228018,False,False,100.0,14,Bad
89,89,317,48,155,9,0,0,100,125,7,7,10,0,20,0,0,0,6,,4,2,0,80,0.14903129657228018,False,False,90.0,8,Good
254,62,353,2,119,27,1,1,86,2,6,6,29,6,41,0,2,2,37,99.0,8,7,1,89,0.628930817610063,True,True,93.0,25,Bad
19,59,180,4,60,49,0,0,98,20,7,6,49,6,37,2,3,3,45,70.0,10,4,2,82,0.14903129657228018,True,False,100.0,40,Bad
35,72,174,3,55,21,0,0,95,65,7,6,22,3,36,36,5,5,17,98.0,3,2,1,56,0.14903129657228018,True,False,95.0,12,Bad
809,81,181,1,74,13,0,0,93,19,7,6,14,1,29,36,3,3,11,48.0,2,1,0,60,0.14903129657228018,True,False,93.0,8,Good
724,68,135,5,64,19,2,0,90,12,7,5,21,4,52,0,0,0,41,92.0,7,2,1,82,0.14903129657228018,True,False,90.0,17,Good
241,89,342,25,110,8,0,0,100,125,7,7,8,0,63,0,0,0,0,,0,2,0,0,0.14903129657228018,False,False,100.0,0,Good
144,67,14,14,14,2,0,0,100,125,7,7,2,0,0,3,1,1,82,,2,2,1,100,0.14903129657228018,False,False,100.0,2,Bad
6,73,211,5,71,38,0,0,98,42,7,6,43,5,49,0,1,1,33,100.0,4,4,0,57,0.14903129657228018,True,False,88.0,24,Bad
313,73,94,3,49,21,0,0,95,57,7,6,22,2,36,0,2,2,42,47.0,3,2,1,56,0.14903129657228018,True,False,95.0,12,Bad
